[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-11-25 12:40:44] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-11-25 12:40:44] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-11-25 12:40:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-11-25 12:40:45] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442\
[2025-11-25 12:40:45] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2025-11-25 12:41:17] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:17] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:17] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:17] [class-ss-page.php:128] Checking Content Identical:3c0e9a57ae5b64450cfedeaf2228ee409c37ea0b===. Value: FALSE
[2025-11-25 12:41:17] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.js
[2025-11-25 12:41:17] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 1305
[2025-11-25 12:41:17] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:17] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3eda333e-MvjgVy.tmp
[2025-11-25 12:41:17] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.js?simply_static_page=11126
[2025-11-25 12:41:17] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.js?simply_static_page=11126
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:103] Filesize: 2199986 bytes
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-unify-product-images.js
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3eda333e-MvjgVy.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/ai-unify-product-images.js
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:18] [class-ss-page.php:128] Checking Content Identical:5d07d522868ea4d9b3bbf6c2f733a62c524447dd===. Value: FALSE
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js
[2025-11-25 12:41:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 1305
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3eec3c2d-cyaU8W.tmp
[2025-11-25 12:41:18] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js?simply_static_page=11127
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js?simply_static_page=11127
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:103] Filesize: 674540 bytes
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3eec3c2d-cyaU8W.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:18] [class-ss-page.php:128] Checking Content Identical:29aaeb0cf9ea85ac0e6847d9fdb9512291e276fe===. Value: FALSE
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js.LICENSE.txt
[2025-11-25 12:41:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 1305
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3eeefab1-mKNaC8.tmp
[2025-11-25 12:41:18] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js.LICENSE.txt?simply_static_page=11128
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js.LICENSE.txt?simply_static_page=11128
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:103] Filesize: 672 bytes
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js.LICENSE.txt
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3eeefab1-mKNaC8.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js.LICENSE.txt
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:18] [class-ss-page.php:128] Checking Content Identical:3c0e9a57ae5b64450cfedeaf2228ee409c37ea0b===. Value: FALSE
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.js
[2025-11-25 12:41:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 1305
[2025-11-25 12:41:18] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3eef309a-odBTTQ.tmp
[2025-11-25 12:41:18] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.js?simply_static_page=11129
[2025-11-25 12:41:18] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.js?simply_static_page=11129
[2025-11-25 12:41:19] [class-ss-url-fetcher.php:103] Filesize: 2255074 bytes
[2025-11-25 12:41:19] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:19] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.js
[2025-11-25 12:41:19] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3eef309a-odBTTQ.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/ai.js
[2025-11-25 12:41:19] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:19] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:19] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:763c13e924ca4439160ccb96d5f4f78dafd4e5bc===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f0168ab-UCwEFp.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js?simply_static_page=11130
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js?simply_static_page=11130
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 698904 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.min.js
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f0168ab-UCwEFp.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/ai.min.js
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:19ecc47a7e325317def03ecc4e172bf21ec85904===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f03e798-Ygv3BU.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=11131
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt?simply_static_page=11131
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 672 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f03e798-Ygv3BU.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:3c0e9a57ae5b64450cfedeaf2228ee409c37ea0b===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/alert.42cc1d522ef5c60bf874.bundle.min.js
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f0461f4-36ZYNq.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/alert.42cc1d522ef5c60bf874.bundle.min.js?simply_static_page=11132
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/alert.42cc1d522ef5c60bf874.bundle.min.js?simply_static_page=11132
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 658 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/alert.42cc1d522ef5c60bf874.bundle.min.js
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f0461f4-36ZYNq.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/alert.42cc1d522ef5c60bf874.bundle.min.js
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:81b3a3ce934b027b94e05e76e6f9aec21970c17b===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/alert.b696182ec6f18a35bc69.bundle.js
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f04e69e-tTripo.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/alert.b696182ec6f18a35bc69.bundle.js?simply_static_page=11133
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/alert.b696182ec6f18a35bc69.bundle.js?simply_static_page=11133
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 1445 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/alert.b696182ec6f18a35bc69.bundle.js
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f04e69e-tTripo.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/alert.b696182ec6f18a35bc69.bundle.js
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:2f95877e2c744339b8fbcb3f124c0cb09d7a8625===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.js
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f056910-nw7Uwl.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=11134
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=11134
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 101111 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.js
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f056910-nw7Uwl.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/announcements-app.js
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:960c41a0f61f1298bf62a87a2bc33e13df7178c0===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f0694fb-hct97L.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=11135
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=11135
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 28104 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f0694fb-hct97L.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:a2b5b04b8f9547bd8421f4cb276fd658a45614e6===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f07b347-ydhCUi.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt?simply_static_page=11136
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt?simply_static_page=11136
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f07b347-ydhCUi.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-loader.js
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f07ec82-Qp7Tme.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-loader.js?simply_static_page=11137
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-loader.js?simply_static_page=11137
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 261466 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app-loader.js
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f07ec82-Qp7Tme.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/app-loader.js
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:a67760b311636b28a3bb5c24f5e6c9a6cf33e09b===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-loader.min.js
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f09dae7-IGhyBO.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-loader.min.js?simply_static_page=11138
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-loader.min.js?simply_static_page=11138
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 90736 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app-loader.min.js
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3f09dae7-IGhyBO.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/js/app-loader.min.js
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:20] [class-ss-page.php:128] Checking Content Identical:630c23d477183e216b258bd53714d60199e864d5===. Value: FALSE
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-packages.js
[2025-11-25 12:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 1305
[2025-11-25 12:41:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3f0a9e4b-ZCtegQ.tmp
[2025-11-25 12:41:20] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-packages.js?simply_static_page=11139
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/app-packages.js?simply_static_page=11139
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:103] Filesize: 352758 bytes
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-11-25 12:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app-packages.js
